Project,Class,Pattern,URL
ChenSun,NamedPipeSocketFactory,Factory,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/NamedPipeSocketFactory.java
ChenSun,NoSubInterceptorWrapper,Wrapper,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/NoSubInterceptorWrapper.java
ChenSun,ProfilerEventHandlerFactory,Factory,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ProfilerEventHandlerFactory.java
ChenSun,SocketFactory,Factory,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/SocketFactory.java
ChenSun,StandardLoadBalanceExceptionChecker,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/StandardLoadBalanceExceptionChecker.java
ChenSun,StandardSocketFactory,Factory,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/StandardSocketFactory.java
ChenSun,Statement,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/Statement.java
ChenSun,UnreliableSocketFactory,Factory,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/testsuite/UnreliableSocketFactory.java
ChenSun,SocialNetworkPosts,Wrapper,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkPosts.java
ChenSun,SocialNetworkRegions,Wrapper,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkRegions.java
ChenSun,SocialNetworkAdmin,Wrapper,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkAdmin.java
ChenSun,SocialNetworkBoards,Wrapper,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkBoards.java
ChenSun,SocialNetworkPosts,Wrapper,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkPosts.java
ChenSun,SocialNetworkRegions,Wrapper,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkRegions.java
jbehave-core,Game,Observer,https://github.com/jbehave/jbehave-core/blob/master/examples/gameoflife/src/main/java/com/lunivore/gameoflife/domain/Game.java
jbehave-core,GameObserver,Observer,https://github.com/jbehave/jbehave-core/blob/master/examples/gameoflife/src/main/java/com/lunivore/gameoflife/domain/GameObserver.java
jbehave-core,GameFrame,Observer,https://github.com/jbehave/jbehave-core/blob/master/examples/gameoflife/src/main/java/com/lunivore/gameoflife/view/swing/GameFrame.java
jbehave-core,GameObserver,Observer,https://github.com/jbehave/jbehave-core/blob/master/examples/noughtsandcrosses/src/main/java/com/lunivore/noughtsandcrosses/game/GameObserver.java
jbehave-core,User,Facade,https://github.com/jbehave/jbehave-core/blob/master/examples/spring-security/src/main/java/org/jbehave/example/spring/security/domain/User.java
jbehave-core,AuthenticationPolicyBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/examples/spring-security/src/main/java/org/jbehave/example/spring/security/domain/AuthenticationPolicyBuilder.java
jbehave-core,UserBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/examples/spring-security/src/main/java/org/jbehave/example/spring/security/domain/UserBuilder.java
jbehave-core,WeldStepProducer,Singleton,https://github.com/jbehave/jbehave-core/blob/master/examples/weld/src/main/java/org/jbehave/examples/core/weld/WeldStepProducer.java
jbehave-core,AnnotationBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/configuration/AnnotationBuilder.java
jbehave-core,Embedder,Facade,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/embedder/Embedder.java
jbehave-core,EmbedderMonitorDecorator,Decorator,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/embedder/EmbedderMonitorDecorator.java
jbehave-core,ExecutorServiceFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/embedder/executors/ExecutorServiceFactory.java
jbehave-core,FixedThreadExecutors,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/embedder/executors/FixedThreadExecutors.java
jbehave-core,SameThreadExecutors,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/embedder/executors/SameThreadExecutors.java
jbehave-core,UUIDExceptionWrapper,Wrapper,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/failures/UUIDExceptionWrapper.java
jbehave-core,ExamplesTableFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/model/ExamplesTableFactory.java
jbehave-core,FilePrintStreamFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/FilePrintStreamFactory.java
jbehave-core,PrintStreamFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/PrintStreamFactory.java
jbehave-core,StepFailureDecoratorBehaviour,Decorator,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/StepFailureDecorator.java
jbehave-core,StoryReporterBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/StoryReporterBuilder.java
jbehave-core,AbstractStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/steps/AbstractStepsFactory.java
jbehave-core,CompositeStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/steps/CompositeStepsFactory.java
jbehave-core,InjectableStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/steps/InjectableStepsFactory.java
jbehave-core,InstanceStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/steps/InstanceStepsFactory.java
jbehave-core,ParameterConverters,Facade,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/steps/ParameterConverters.java
jbehave-core,PatternVariantBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/steps/PatternVariantBuilder.java
jbehave-core,ProvidedStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/steps/ProvidedStepsFactory.java
jbehave-core,InstanceStepsFactoryBehaviour,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/test/java/org/jbehave/core/steps/InstanceStepsFactoryBehaviour.java
jbehave-core,GroovyAnnotationBuilder,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-groovy/src/main/java/org/jbehave/core/configuration/groovy/GroovyAnnotationBuilder.java
jbehave-core,GroovyAnnotationBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-groovy/src/main/java/org/jbehave/core/configuration/groovy/GroovyAnnotationBuilder.java
jbehave-core,GroovyStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-groovy/src/main/java/org/jbehave/core/steps/groovy/GroovyStepsFactory.java
jbehave-core,GroovyAnnotationBuilderBehaviour,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-groovy/src/test/java/org/jbehave/core/configuration/groovy/GroovyAnnotationBuilderBehaviour.java
jbehave-core,GroovyAnnotationBuilderBehaviour,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-groovy/src/test/java/org/jbehave/core/configuration/groovy/GroovyAnnotationBuilderBehaviour.java
jbehave-core,GroovyAnnotatedEmbedderRunnerBehaviour,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-groovy/src/test/java/org/jbehave/core/junit/groovy/GroovyAnnotatedEmbedderRunnerBehaviour.java
jbehave-core,GroovyStepsFactoryBehaviour,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-groovy/src/test/java/org/jbehave/core/steps/groovy/GroovyStepsFactoryBehaviour.java
jbehave-core,GuiceAnnotationBuilder,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-guice/src/main/java/org/jbehave/core/configuration/guice/GuiceAnnotationBuilder.java
jbehave-core,GuiceAnnotationBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-guice/src/main/java/org/jbehave/core/configuration/guice/GuiceAnnotationBuilder.java
jbehave-core,GuiceStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-guice/src/main/java/org/jbehave/core/steps/guice/GuiceStepsFactory.java
jbehave-core,GuiceStepsFactoryBehaviour,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-guice/src/test/java/org/jbehave/core/steps/guice/GuiceStepsFactoryBehaviour.java
jbehave-core,PicoAnnotationBuilder,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-pico/src/main/java/org/jbehave/core/configuration/pico/PicoAnnotationBuilder.java
jbehave-core,PicoAnnotationBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-pico/src/main/java/org/jbehave/core/configuration/pico/PicoAnnotationBuilder.java
jbehave-core,PicoStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-pico/src/main/java/org/jbehave/core/steps/pico/PicoStepsFactory.java
jbehave-core,PicoAnnotationBuilderBehaviour,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-pico/src/test/java/org/jbehave/core/configuration/pico/PicoAnnotationBuilderBehaviour.java
jbehave-core,PicoAnnotationBuilderBehaviour,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-pico/src/test/java/org/jbehave/core/configuration/pico/PicoAnnotationBuilderBehaviour.java
jbehave-core,PicoStepsFactoryBehaviour,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-pico/src/test/java/org/jbehave/core/steps/pico/PicoStepsFactoryBehaviour.java
jbehave-core,ScalaStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-scala/src/main/java/org/jbehave/core/steps/scala/ScalaStepsFactory.java
jbehave-core,ScalaStepsFactoryBehaviour,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-scala/src/main/java/org/jbehave/core/steps/scala/ScalaStepsFactoryBehaviour.java
jbehave-core,SpringAnnotationBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/main/java/org/jbehave/core/configuration/spring/SpringAnnotationBuilder.java
jbehave-core,SpringStoryReporterBuilder,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/main/java/org/jbehave/core/configuration/spring/SpringStoryReporterBuilder.java
jbehave-core,SpringStoryReporterBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/main/java/org/jbehave/core/configuration/spring/SpringStoryReporterBuilder.java
jbehave-core,SpringApplicationContextFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/main/java/org/jbehave/core/steps/spring/SpringApplicationContextFactory.java
jbehave-core,SpringStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/main/java/org/jbehave/core/steps/spring/SpringStepsFactory.java
jbehave-core,SpringStoryReporterBuilderBehaviour,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/test/java/org/jbehave/core/configuration/spring/SpringStoryReporterBuilderBehaviour.java
jbehave-core,SpringStoryReporterBuilderBehaviour,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/test/java/org/jbehave/core/configuration/spring/SpringStoryReporterBuilderBehaviour.java
jbehave-core,SpringStepsFactoryBehaviour,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-spring/src/test/java/org/jbehave/core/steps/spring/SpringStepsFactoryBehaviour.java
jbehave-core,WeldAnnotationBuilder,Builder,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/HtmlOutput.java
jbehave-core,WeldStepsFactory,Factory,https://github.com/jbehave/jbehave-core/blob/master/jbehave-weld/src/main/java/org/jbehave/core/steps/weld/WeldStepsFactory.java
accent,AccentChannel,Wrapper,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/AccentChannel.java
accent,AccentConfirmPublisher,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/AccentConfirmPublisher.java
accent,AccentConnection,Wrapper,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/AccentConnection.java
accent,AccentConsumer,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/AccentConsumer.java
accent,ChannelCallback,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ChannelCallback.java
accent,ChannelListener,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ChannelListener.java
accent,ChannelListenerAdapter,Adapter,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ChannelListenerAdapter.java
accent,ConnectionFailureListener,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ConnectionFailureListener.java
accent,ConnectionListener,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ConnectionListener.java
accent,ConnectionState,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ConnectionState.java
accent,ConnectionStateListener,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ConnectionStateListener.java
accent,ExceptionUtils,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/ExceptionUtils.java
accent,StaleMessageException,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/StaleMessageException.java
accent,Thunk,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/Thunk.java
accent,UnrecoverableMessagingException,None,https://github.com/lshift/accent/blob/master/src/main/java/net/lshift/accent/UnrecoverableMessagingException.java
accent,AccentTestUtils,None,https://github.com/lshift/accent/blob/master/src/test/java/net/lshift/accent/AccentTestUtils.java
accent,ControlledConnectionProxy,Proxy,https://github.com/lshift/accent/blob/master/src/test/java/net/lshift/accent/ControlledConnectionProxy.java
jcr-benchmark,EXOJCRStandaloneInitializer,Factory,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/init/EXOJCRStandaloneInitializer.java
jcr-benchmark,JCRInitializer,Factory,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/init/JCRInitializer.java
mitfahrzentraleClient,ObjectFactory,Factory,https://github.com/gcodestring/mitfahrzentraleClient/blob/master/src/de/mfz/jaxb/ObjectFactory.java
ccw,ClojureBuilder,None,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/builder/ClojureBuilder.java
ccw,ClojureBuilder,Builder,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/builder/ClojureBuilder.java
ccw,ClojureVisitor,Visitor,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/builder/ClojureVisitor.java
ccw,ClojureCore,Facade,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/ClojureCore.java
ccw,StaticScanContext,None,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/StaticScanContext.java
ccw,NewClojureNamespaceWizard,None,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/wizards/NewClojureNamespaceWizard.java
ccw,BreakpointAdapterFactory,Factory,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/debug/BreakpointAdapterFactory.java
ccw,BreakpointAdapterFactory,Adapter,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/debug/BreakpointAdapterFactory.java
ccw,ClojureLineBreakpointAdapter,Adapter,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/debug/ClojureLineBreakpointAdapter.java
ccw,LeiningenBuilder,None,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/leiningen/LeiningenBuilder.java
ccw,LeiningenBuilder,Builder,https://github.com/ccw-ide/ccw/blob/master/ccw.core/src/java/ccw/leiningen/LeiningenBuilder.java
spring-stringtemplate,StringTemplateDecoratorServlet,Decorator,https://github.com/tomcz/spring-stringtemplate/blob/master/src/main/java/com/watchitlater/spring/sitemesh/StringTemplateDecoratorServlet.java
HunApkNotifier,HunApkListAdapter,Adapter,https://github.com/ReindeerMobile/HunApkNotifier/blob/master/HunApkNotifier/src/com/reindeermobile/hunapknotifier/view/adapters/HunApkListAdapter.java
pcgen-svn,FormulaFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/cdom/base/FormulaFactory.java
pcgen-svn,LevelCommandFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/cdom/content/LevelCommandFactory.java
pcgen-svn,CDOMFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/cdom/reference/CDOMFactory.java
pcgen-svn,ManufacturableFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/cdom/reference/ManufacturableFactory.java
pcgen-svn,TransparentCategorizedFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/cdom/reference/TransparentCategorizedFactory.java
pcgen-svn,TransparentFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/cdom/reference/TransparentFactory.java
pcgen-svn,CampaignInfoFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/CampaignInfoFactory.java
pcgen-svn,InfoFactory,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/InfoFactory.java
pcgen-svn,InfoFactory,Factory,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/InfoFactory.java
pcgen-svn,ItemFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/ItemFacade.java
pcgen-svn,KitFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/KitFacade.java
pcgen-svn,LanguageChooserFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/LanguageChooserFacade.java
pcgen-svn,LanguageFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/LanguageFacade.java
pcgen-svn,LoadableFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/LoadableFacade.java
pcgen-svn,PartyFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/PartyFacade.java
pcgen-svn,RaceFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/RaceFacade.java
pcgen-svn,ReferenceFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/ReferenceFacade.java
pcgen-svn,SimpleFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/SimpleFacade.java
pcgen-svn,SizeFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/SizeFacade.java
pcgen-svn,SkillFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/SkillFacade.java
pcgen-svn,SourceSelectionFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/SourceSelectionFacade.java
pcgen-svn,SpellFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/SpellFacade.java
pcgen-svn,SpellSupportFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/SpellSupportFacade.java
pcgen-svn,StatFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/StatFacade.java
pcgen-svn,TempBonusFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/TempBonusFacade.java
pcgen-svn,TemplateFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/TemplateFacade.java
pcgen-svn,TodoFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/TodoFacade.java
pcgen-svn,UIDelegate,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/UIDelegate.java
pcgen-svn,AbstractListFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/util/AbstractListFacade.java
pcgen-svn,DefaultListFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/util/DefaultListFacade.java
pcgen-svn,DelegatingListFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/util/DelegatingListFacade.java
pcgen-svn,ListFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/util/ListFacade.java
pcgen-svn,ListFacades,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/util/ListFacades.java
pcgen-svn,SortedListFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/util/SortedListFacade.java
pcgen-svn,XPTableFacade,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/facade/XPTableFacade.java
pcgen-svn,SimpleFacadeImpl,Facade,https://github.com/aroni125/pcgen-svn/blob/master/code/src/java/pcgen/core/SimpleFacadeImpl.java
